company,job_title,location,company_size,company_type,company_sector,company_industry,company_revenue,job_simpl,seniority,state,salary_estimate,company_founded,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,description_len,company_age,size,type,sector,revenue,zone
KrisTe,Azure Data Engineer,"Princeton, NJ",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,data engineer,Senior,NJ,125000.0,2009.6,1.0,4.220000000000001,0.0,0.0,1.0,0.0,0.0,0.0,148.0,12.4,Unknown size,Other institutions,Unknown,Unknown / Non-Applicable,Northeastern
Devcare Solutions Ltd,Cloud Data Engineer,"Trenton, NJ",51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,data engineer,mid,NJ,145000.0,2005.0,1.0,3.7,1.0,1.0,0.0,1.0,0.0,0.0,140.0,17.0,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Northeastern
Viasat,Data Engineer,Arizona,5001 to 10000 Employees,Company - Public,Telecommunications,Telecommunications Services,$1 to $5 billion (USD),data engineer,mid,AZ,173475.0,1986.0,0.0,4.2,1.0,1.0,1.0,1.0,0.0,0.0,341.0,36.0,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Western
Kaygen Inc.,Data Engineer,Remote,51 to 200 Employees,Company - Private,Management & Consulting,Business Consulting,$5 to $25 million (USD),data engineer,mid,Remote,115000.0,2003.0,1.0,4.3,1.0,0.0,0.0,0.0,0.0,0.0,406.0,19.0,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Remote
Astratre,Data Engineer,Remote,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,data engineer,Senior,Remote,130000.0,2020.1,1.0,4.020000000000001,1.0,1.0,1.0,1.0,1.0,0.0,339.0,1.9,Unknown size,Other institutions,Unknown,Unknown / Non-Applicable,Remote
Boom Entertainment,Data Engineer - Remote,United States,51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,data engineer,Senior,NY,117500.0,2015.0,0.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,412.0,7.0,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Northeastern
Medline Industries Inc,Data Engineer - Hybrid,"Chicago, IL",10000+ Employees,Company - Private,Manufacturing,Health Care Products Manufacturing,$10+ billion (USD),data engineer,Senior,IL,104126.0,1966.0,0.0,3.6,1.0,0.0,1.0,0.0,0.0,1.0,400.0,56.0,Huge company,Company - Private,Industry,$10+ billion (USD),Midwestern
SkillBird LL,Data Engineer,"Malvern, PA",Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,data engineer,mid,PA,120000.0,2008.6,1.0,4.31,1.0,1.0,0.0,0.0,0.0,0.0,150.0,13.4,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Northeastern
Mastechdigital,Data Engineer,"Pittsburgh, PA",1001 to 5000 Employees,Company - Public,Information Technology,Information Technology Support Services,$100 to $500 million (USD),data engineer,mid,PA,115000.0,1986.0,1.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,87.0,36.0,Large company,Company - Public,IT and Telecommunications,$100 million to $1 billion (USD),Northeastern
Bose,Junior Data Engineer,"Framingham, MA",5001 to 10000 Employees,Company - Private,Manufacturing,Consumer Product Manufacturing,$1 to $5 billion (USD),data engineer,junior,MA,91998.0,1964.0,0.0,3.8,1.0,0.0,0.0,1.0,0.0,0.0,416.0,58.0,Large company,Company - Private,Industry,$1 to $10 billion (USD),Northeastern
BlastPoint,Data Engineer,Remote,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data engineer,Senior,Remote,140000.0,2008.6,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,492.0,13.4,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Remote
Akraya Inc.,Data Engineer - 23-00083,"Mountain View, CA",201 to 500 Employees,Company - Private,Human Resources & Staffing,Staffing & Subcontracting,$25 to $100 million (USD),data engineer,Senior,CA,157000.0,2001.0,1.0,4.9,1.0,0.0,0.0,1.0,0.0,0.0,151.0,21.0,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Western
TikTok,"Data Engineer, E-Commerce","Seattle, WA",1001 to 5000 Employees,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,data engineer,Senior,WA,223775.0,2016.0,0.0,3.6,0.0,1.0,0.0,0.0,0.0,0.0,527.0,6.0,Large company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western
MCG Health,Data Engineer,United States,201 to 500 Employees,Subsidiary or Business Segment,Healthcare,Health Care Services & Hospitals,Unknown / Non-Applicable,data engineer,Senior,WA,135800.0,1988.0,0.0,4.6,1.0,1.0,1.0,1.0,0.0,0.0,345.0,34.0,Medium-sized company,Other institutions,Healthcare,Unknown / Non-Applicable,Western
Deloitte,Data Analyst,"Lake Mary, FL",10000+ Employees,Company - Private,Financial Services,Accounting & Tax,$10+ billion (USD),data analyst,Senior,FL,65004.0,1850.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,919.0,172.0,Huge company,Company - Private,Financial and housing services,$10+ billion (USD),Southern
North Carolina State University,UTS - 80% Remote Data Analyst at UNC CH,"Chapel Hill, NC",1001 to 5000 Employees,College / University,Education,Colleges & Universities,$500 million to $1 billion (USD),data analyst,Senior,NC,115000.0,1887.0,1.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,143.0,135.0,Large company,Other institutions,Other sectors,$100 million to $1 billion (USD),Southern
Arizona State University,Data Analyst,"Scottsdale, AZ",10000+ Employees,College / University,Education,Colleges & Universities,$1 to $5 billion (USD),data analyst,Senior,AZ,56820.0,1885.0,1.0,4.2,1.0,0.0,1.0,1.0,1.0,0.0,815.0,137.0,Huge company,Other institutions,Other sectors,$1 to $10 billion (USD),Western
"Altec Industries, Inc.",Inventory Data Analyst,"Saint Joseph, MO",1001 to 5000 Employees,Company - Private,Manufacturing,Machinery Manufacturing,$500 million to $1 billion (USD),data analyst,Senior,MO,46621.0,1929.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,246.0,93.0,Large company,Company - Private,Industry,$100 million to $1 billion (USD),Midwestern
DataEdge Usa,Data Analyst,Remote,201 to 500 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,data analyst,mid,Remote,125000.0,2012.0,1.0,4.4,0.0,0.0,0.0,0.0,1.0,0.0,181.0,10.0,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote
The University of Chicago,Data Analyst,"Chicago, IL",10000+ Employees,College / University,Education,Colleges & Universities,$1 to $5 billion (USD),data analyst,Senior,IL,70125.0,1890.0,0.0,4.2,0.0,0.0,0.0,0.0,1.0,0.0,895.0,132.0,Huge company,Other institutions,Other sectors,$1 to $10 billion (USD),Midwestern
Boqueria,Data Analyst,"New York, NY",201 to 500 Employees,Company - Private,Restaurants & Food Service,Restaurants & Cafes,Unknown / Non-Applicable,data analyst,mid,NY,82500.0,2006.0,0.0,3.9,1.0,0.0,0.0,0.0,1.0,0.0,319.0,16.0,Medium-sized company,Company - Private,Other sectors,Unknown / Non-Applicable,Northeastern
Choice Hotels,Data Analyst,Remote,1001 to 5000 Employees,Company - Public,Hotels & Travel Accommodation,Hotels & Resorts,$1 to $5 billion (USD),data analyst,junior,Remote,61000.0,1939.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,150.0,83.0,Large company,Company - Public,Other sectors,$1 to $10 billion (USD),Remote
The New York City Post LLC,Data Analyst,Remote,1001 to 5000 Employees,Company - Private,Media & Communication,Publishing,$100 to $500 million (USD),data analyst,mid,Remote,100120.0,1801.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,221.0,Large company,Company - Private,Media and Entertaiment,$100 million to $1 billion (USD),Remote
Times Square Tec,Healthcare Data Analyst,Remote,Unknown,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data analyst,mid,Remote,75000.0,1997.2,1.0,4.130000000000001,0.0,0.0,0.0,0.0,1.0,0.0,139.0,24.8,Unknown size,Company - Private,Unknown,Unknown / Non-Applicable,Remote
Net2Aspir,Healthcare Data Analyst,Remote,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,data analyst,mid,Remote,72500.0,1950.0,0.0,3.9400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,121.0,72.0,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote
Wambi,Data Analyst - REMOTE,"Philadelphia, PA",1 to 50 Employees,Company - Private,Healthcare,Health Care Services & Hospitals,Unknown / Non-Applicable,data analyst,Senior,PA,69440.0,2016.0,0.0,4.8,0.0,0.0,0.0,0.0,1.0,0.0,656.0,6.0,Small company,Company - Private,Healthcare,Unknown / Non-Applicable,Northeastern
Tekwissen,CAP Data Analyst,"Oakland, CA",501 to 1000 Employees,Company - Private,Information Technology,Information Technology Support Services,$25 to $100 million (USD),data analyst,Senior,CA,124000.0,2009.0,1.0,4.3,0.0,0.0,0.0,0.0,1.0,0.0,511.0,13.0,Large company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Western
OhioHealth,EMPI Data Analyst,"Columbus, OH",10000+ Employees,Nonprofit Organization,Healthcare,Health Care Services & Hospitals,$1 to $5 billion (USD),data analyst,junior,OH,72374.0,1891.0,0.0,3.7,0.0,0.0,0.0,0.0,1.0,0.0,381.0,131.0,Huge company,Other institutions,Healthcare,$1 to $10 billion (USD),Midwestern
Barclays,Lead Data Analyst,"Whippany, NJ",10000+ Employees,Company - Public,Financial Services,Banking & Lending,$10+ billion (USD),data analyst,Senior,NJ,98849.0,1690.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,462.0,332.0,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Northeastern
Lumin Global,Data Analyst,Remote,51 to 200 Employees,Company - Private,"Energy, Mining & Utilities",Energy & Utilities,$1 to $5 billion (USD),data analyst,mid,Remote,140000.0,2016.0,1.0,4.8,0.0,0.0,1.0,0.0,0.0,0.0,64.0,6.0,Medium-sized company,Company - Private,Industry,$1 to $10 billion (USD),Remote
Leading Edge Skills,Data Analyst - Testing Support,Remote,1 to 50 Employees,Company - Private,Information Technology,Education & Training Services,$1 to $5 billion (USD),data analyst,Senior,Remote,45000.0,2020.0,1.0,4.139999999999999,0.0,0.0,0.0,0.0,0.0,0.0,412.0,2.0,Small company,Company - Private,IT and Telecommunications,$1 to $10 billion (USD),Remote
Net2Aspir,Jr. Data Analyst,Remote,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,data analyst,junior,Remote,72500.0,1950.0,0.0,3.9400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,116.0,72.0,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote
Sunixa Solution,Sr. Data Analyst,Remote,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,data analyst,Senior,Remote,109000.0,1935.9,1.0,4.27,0.0,0.0,0.0,0.0,1.0,0.0,337.0,86.1,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote
Booz Allen Hamilton,Data Analyst,"Rome, NY",10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$5 to $10 billion (USD),data analyst,mid,NY,45000.0,1914.0,1.0,4.2,1.0,0.0,0.0,0.0,0.0,1.0,326.0,108.0,Huge company,Company - Public,Business services,$1 to $10 billion (USD),Northeastern
Fabletics,Data Analyst,California,Unknown,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,data analyst,Senior,CA,86650.0,2013.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,657.0,9.0,Unknown size,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western
Ingress IT Solution,Data Analyst,Remote,1 to 50 Employees,Company - Private,Information Technology,Information Technology Support Services,$1 to $5 million (USD),data analyst,mid,Remote,74000.0,2012.0,1.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,52.0,10.0,Small company,Company - Private,IT and Telecommunications,Less than $5 million (USD),Remote
Crumbl Cookies,Data Analyst,"Lindon, UT",201 to 500 Employees,Franchise,Restaurants & Food Service,Restaurants & Cafes,Unknown / Non-Applicable,data analyst,Senior,UT,57839.0,2017.0,0.0,4.6,1.0,0.0,0.0,0.0,1.0,0.0,528.0,5.0,Medium-sized company,Other institutions,Other sectors,Unknown / Non-Applicable,Western
Sunixa Solution,"Role: Data Analyst, Location: Remote, Duration: Long Term",Remote,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,data analyst,junior,Remote,72000.0,1944.8,1.0,3.94,0.0,0.0,0.0,0.0,1.0,0.0,248.0,77.2,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote
Trident United Way,Data Analyst,"North Charleston, SC",1 to 50 Employees,Nonprofit Organization,Nonprofit & NGO,Grantmaking & Charitable Foundations,$1 to $5 billion (USD),data analyst,Senior,SC,56139.0,1887.0,0.0,3.8,0.0,0.0,0.0,0.0,1.0,0.0,780.0,135.0,Small company,Other institutions,Other sectors,$1 to $10 billion (USD),Southern
TRESUM,Entry Level Business Analyst/Data Analyst,"Baltimore, MD",Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,data analyst,junior,MD,63000.0,1932.7,1.0,3.9900000000000007,1.0,0.0,0.0,1.0,1.0,0.0,220.0,89.3,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern
PPG Industries,Data Analyst,"Cheswick, PA",10000+ Employees,Company - Public,Manufacturing,Chemical Manufacturing,$10+ billion (USD),data analyst,Senior,PA,59627.0,1883.0,0.0,3.4,0.0,0.0,0.0,0.0,1.0,0.0,521.0,139.0,Huge company,Company - Public,Industry,$10+ billion (USD),Northeastern
ST genetics,Entry Level Data Analyst,"Middleton, WI",201 to 500 Employees,Company - Private,Management & Consulting,Research & Development,$25 to $100 million (USD),data analyst,junior,WI,50692.0,2002.0,0.0,3.4,1.0,0.0,0.0,0.0,1.0,0.0,253.0,20.0,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Midwestern
I28 Technologies,Jr. Data Analyst,"Marysville, MI",1 to 50 Employees,Company - Private,Financial Services,Accounting & Tax,Less than $1 million (USD),data analyst,junior,MI,57500.0,1984.6,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,76.0,37.4,Small company,Company - Private,Financial and housing services,Less than $5 million (USD),Midwestern
Crox Consulting,Big Data Analyst,"Reston, VA",201 to 500 Employees,Company - Private,Management & Consulting,Business Consulting,Unknown / Non-Applicable,data analyst,junior,VA,120000.0,2016.0,1.0,3.9,0.0,0.0,0.0,0.0,1.0,0.0,402.0,6.0,Medium-sized company,Company - Private,Business services,Unknown / Non-Applicable,Southern
Numero Data,Data Analyst,"Herndon, VA",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,data analyst,Senior,VA,80000.0,1955.9,1.0,3.9,0.0,0.0,0.0,0.0,1.0,0.0,172.0,66.1,Small company,Company - Private,Unknown,Unknown / Non-Applicable,Southern
DevCare Solutions Ltd,Health Data Analyst,Remote,51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,data analyst,mid,Remote,75460.0,2005.0,1.0,3.7,0.0,0.0,1.0,0.0,0.0,0.0,275.0,17.0,Medium-sized company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote
ITTrail Blazers,Data Analyst,Manhattan,51 to 200 Employees,Company - Private,Management & Consulting,Business Consulting,$100 to $500 million (USD),data analyst,mid,NY,58000.0,1999.0,1.0,3.8,1.0,0.0,0.0,0.0,0.0,0.0,123.0,23.0,Medium-sized company,Company - Private,Business services,$100 million to $1 billion (USD),Northeastern
PURPOSE HOME HEALTH,Data Analyst - REMOTE,"Park Ridge, IL",Unknown,Company - Private,Healthcare,Health Care Services & Hospitals,Unknown / Non-Applicable,data analyst,mid,IL,66785.0,1965.6,0.0,2.8,1.0,0.0,1.0,0.0,1.0,0.0,284.0,56.4,Unknown size,Company - Private,Healthcare,Unknown / Non-Applicable,Midwestern
Talent Group,100% REMOTE // SAS Data Analyst,Remote,Unknown,Company - Private,Human Resources & Staffing,Staffing & Subcontracting,Unknown / Non-Applicable,data analyst,mid,Remote,135000.0,2006.4,1.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,161.0,15.6,Unknown size,Company - Private,Business services,Unknown / Non-Applicable,Remote
Kani Solutions,Junior Data Analyst,"Jersey City, NJ",201 to 500 Employees,Company - Private,Information Technology,Information Technology Support Services,$5 to $25 million (USD),data analyst,junior,NJ,67000.0,2009.0,1.0,4.7,0.0,0.0,0.0,0.0,1.0,0.0,452.0,13.0,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Northeastern
Della InfoTech Inc,Data Analyst / Reporting Analyst / Compliance Reporting Analyst,Remote,201 to 500 Employees,Company - Private,Information Technology,Information Technology Support Services,$25 to $100 million (USD),data analyst,Senior,Remote,144000.0,2003.0,1.0,3.9,0.0,0.0,0.0,0.0,1.0,0.0,459.0,19.0,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Remote
Globus Medical,Inventory & Data Analyst,"Audubon, PA",1001 to 5000 Employees,Company - Public,Manufacturing,Health Care Products Manufacturing,$500 million to $1 billion (USD),data analyst,mid,PA,55278.0,2003.0,0.0,3.4,0.0,0.0,0.0,1.0,1.0,0.0,407.0,19.0,Large company,Company - Public,Industry,$100 million to $1 billion (USD),Northeastern
